zip_code,median_income,store_count
04286,71513.5639686684,0
04287,91239.0,0
04289,56324.0,0
04290,66827.0,0
04292,57750.0,0
04294,63104.0,0
04330,54775.0,2
04341,71513.5639686684,0
04342,74844.0,0
04344,71635.0,0
04345,77410.0,1
04346,66574.0,0
04347,68398.0,0
04348,78929.0,0
04349,59500.0,0
04350,84904.0,0
04351,92031.0,0
04352,74395.0,0
04353,73875.0,0
04354,89095.0,0
04355,86504.0,0
04357,65854.0,0
04358,96309.0,0
04359,71513.5639686684,0
04360,75481.0,0
04363,63178.0,0
04364,86470.0,0
04401,66932.0,4
04406,53438.0,0
04408,71513.5639686684,0
04410,82955.0,0
04411,76667.0,0
04412,66613.0,1
04413,55000.0,0
04414,69500.0,0
04415,50714.0,0
04416,64587.0,1
04417,46094.0,0
04418,60500.0,0
04419,82188.0,0
04421,113750.0,0
04422,75250.0,0
04424,48778.0,0
04426,63491.0,1
04427,64229.0,0
04428,72857.0,0
04429,97244.0,0
04430,42011.0,0
04431,71513.5639686684,0
04434,72379.0,0
04435,84408.0,0
04438,80000.0,0
04441,64789.0,0
04442,73750.0,0
04443,53990.0,0
04444,106554.0,0
04448,54750.0,0
04449,67692.0,0
04450,79792.0,0
04451,31957.0,0
04453,59250.0,0
04454,71513.5639686684,0
04455,49886.0,0
04456,86071.0,0
04457,56645.0,1
04459,48750.0,0
04460,49583.0,0
04461,85111.0,0
04462,51527.0,1
04463,58810.0,0
04464,56017.0,0
04468,56358.0,1
04469,71513.5639686684,0
04471,47500.0,0
04472,69022.0,0
04473,61528.0,0
04474,94556.0,0
04475,55417.0,0
04476,63194.0,0
04478,53229.0,0
04479,50313.0,0
04481,74545.0,0
04485,61875.0,0
04487,48000.0,0
04488,76023.0,0
04489,71513.5639686684,0
04490,45893.0,0
04491,71513.5639686684,0
04492,63438.0,0
04493,61563.0,0
04495,36333.0,0
04496,98333.0,0
04497,48958.0,0
04530,79649.0,1
04535,93125.0,0
04537,76667.0,0
04538,56500.0,0
04539,96111.0,0
04541,71513.5639686684,0
04543,59423.0,1
04544,59375.0,0
04547,75625.0,0
04548,84250.0,0
04551,100000.0,0
04553,89868.0,0
04554,85288.0,0
04555,100417.0,0
04556,108750.0,0
04558,91477.0,0
04562,107833.0,0
04563,83500.0,0
04564,132604.0,0
04568,54478.0,0
04570,71513.5639686684,0
04571,58830.0,0
04572,69107.0,0
04573,86250.0,0
04574,59861.0,0
04575,116250.0,0
04576,89375.0,0
04578,81063.0,1
04579,102175.0,0
04605,77377.0,1
04606,50524.0,0
04607,60152.0,0
04609,77180.0,0
04611,64063.0,0
04612,89839.0,0
04613,71513.5639686684,0
04614,80377.0,0
04616,68750.0,0
04617,52078.0,0
04619,64096.0,1
04622,43854.0,0
04623,50163.0,0
04624,61691.0,0
04625,38500.0,0
04626,72946.0,0
04627,61703.0,0
04628,52159.0,0
04630,57857.0,0
04631,45573.0,0
04634,67589.0,0
04635,42250.0,0
04640,71699.0,0
04642,71563.0,0
04643,64861.0,0
04645,49500.0,0
04646,88750.0,0
04648,63750.0,0
04649,67500.0,0
04650,110063.0,0
04652,52083.0,0
04653,90250.0,0
04654,48838.0,1
04655,60000.0,0
04657,49191.0,0
04658,60536.0,0
04660,78646.0,0
04662,108214.0,0
04664,59643.0,0
04666,60761.0,0
04667,74712.0,0
04668,48720.0,0
04669,66071.0,0
04671,68333.0,0
04673,53750.0,0
04674,76667.0,0
04675,71513.5639686684,0
04676,73333.0,0
04677,83438.0,0
04679,59205.0,0
04680,76466.0,0
04681,60223.0,0
04683,71513.5639686684,0
04684,74508.0,0
04685,86250.0,0
04686,52353.0,0
04691,55164.0,0
04693,86250.0,0
04694,65417.0,0
04730,61980.0,1
04732,49479.0,0
04733,59050.0,0
04734,79219.0,0
04735,64750.0,0
04736,54368.0,1
04737,71513.5639686684,0
04739,59028.0,0
04740,53309.0,0
04742,70852.0,0
04743,56422.0,1
04745,55461.0,0
04746,35417.0,0
04747,56795.0,0
04750,48750.0,0
04756,56136.0,0
04757,84042.0,0
04758,65156.0,0
04760,51875.0,0
04761,53810.0,0
04762,58333.0,0
04763,46378.0,0
04764,71513.5639686684,0
04765,50286.0,0
04766,62500.0,0
04768,60000.0,0
04769,55768.0,1
04772,75417.0,0
04773,68571.0,0
04774,32250.0,0
04776,47115.0,0
04777,53472.0,0
04779,74438.0,0
04780,62727.0,0
04781,49583.0,0
04783,75625.0,0
04785,41528.0,0
04786,55326.0,0
04787,53542.0,0
04841,56533.0,1
04843,82344.0,0
04847,86766.0,0
04848,88438.0,0
04849,80377.0,0
04851,65417.0,0
04852,71513.5639686684,0
04853,87500.0,0
04854,87325.0,0
04855,71513.5639686684,0
04856,86979.0,0
04858,87059.0,0
04859,75341.0,0
04860,86833.0,0
04861,56435.0,1
04862,73536.0,0
04863,72963.0,0
04864,74616.0,0
04901,57403.0,3
04910,62361.0,0
