,Geography,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!White alone,Margin of Error!!Total:!!White alone,Estimate!!Total:!!Black or African American alone,Margin of Error!!Total:!!Black or African American alone,Estimate!!Total:!!American Indian and Alaska Native alone,Margin of Error!!Total:!!American Indian and Alaska Native alone,Estimate!!Total:!!Asian alone,Margin of Error!!Total:!!Asian alone,Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total:!!Some Other Race alone,Margin of Error!!Total:!!Some Other Race alone,Estimate!!Total:!!Two or More Races:,Margin of Error!!Total:!!Two or More Races:,Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race,Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race,"Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",,ZIP,GEO_ID,median household income
2055,860Z200US65350,ZCTA5 65350,1455,305,1415,303,0,12,14,17,0,12,0,12,4,8,22,22,4,5,18,21,,65350,860Z200US65350,60509
2056,860Z200US65351,ZCTA5 65351,2122,229,1971,232,16,23,6,9,0,12,0,12,26,29,103,65,8,8,95,64,,65351,860Z200US65351,55625
2057,860Z200US65354,ZCTA5 65354,701,218,666,222,0,12,0,12,0,12,0,12,0,12,35,61,33,60,2,4,,65354,860Z200US65354,37614
2058,860Z200US65355,ZCTA5 65355,11436,547,10516,593,28,26,72,57,15,21,37,56,58,57,710,282,459,268,251,74,,65355,860Z200US65355,50648
2059,860Z200US65360,ZCTA5 65360,4586,331,4087,341,7,17,28,21,0,12,9,13,32,31,423,130,330,136,93,65,,65360,860Z200US65360,53021
2060,860Z200US65401,ZCTA5 65401,32714,940,27874,912,1048,196,116,60,1665,138,15,31,235,141,1761,430,951,370,810,217,,65401,860Z200US65401,56081
2061,860Z200US65409,ZCTA5 65409,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65409,860Z200US65409,-
2062,860Z200US65436,ZCTA5 65436,21,30,21,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65436,860Z200US65436,-
2063,860Z200US65438,ZCTA5 65438,2363,438,2270,437,0,12,0,12,0,12,0,12,0,12,93,66,7,10,86,66,,65438,860Z200US65438,54028
2064,860Z200US65439,ZCTA5 65439,55,39,36,32,0,12,0,12,0,12,0,12,0,12,19,20,0,12,19,20,,65439,860Z200US65439,21492
2065,860Z200US65440,ZCTA5 65440,206,67,197,69,0,12,0,12,0,12,0,12,0,12,9,13,9,13,0,12,,65440,860Z200US65440,37250
2066,860Z200US65441,ZCTA5 65441,5028,594,4468,573,58,59,17,20,6,10,51,47,49,50,379,184,279,184,100,47,,65441,860Z200US65441,65050
2067,860Z200US65443,ZCTA5 65443,107,66,64,40,0,12,0,12,0,12,0,12,0,12,43,41,43,41,0,12,,65443,860Z200US65443,-
2068,860Z200US65444,ZCTA5 65444,824,236,730,207,0,12,4,5,0,12,0,12,30,41,60,63,28,34,32,53,,65444,860Z200US65444,56875
2069,860Z200US65446,ZCTA5 65446,401,209,340,172,0,12,0,12,0,12,0,12,0,12,61,85,61,85,0,12,,65446,860Z200US65446,50625
2070,860Z200US65449,ZCTA5 65449,161,126,161,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65449,860Z200US65449,36200
2071,860Z200US65452,ZCTA5 65452,2519,438,2284,415,0,12,0,12,0,12,0,12,7,11,228,148,150,133,78,71,,65452,860Z200US65452,60350
2072,860Z200US65453,ZCTA5 65453,8175,557,7607,561,80,52,0,17,5,10,0,17,129,97,354,134,156,100,198,85,,65453,860Z200US65453,62790
2073,860Z200US65456,ZCTA5 65456,637,274,615,273,0,12,0,12,0,12,0,12,0,12,22,26,17,25,5,7,,65456,860Z200US65456,98700
2074,860Z200US65457,ZCTA5 65457,177,207,177,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65457,860Z200US65457,72940
2075,860Z200US65459,ZCTA5 65459,8562,1139,7948,1096,144,184,67,62,26,34,15,24,32,42,330,204,75,63,255,196,,65459,860Z200US65459,66385
2076,860Z200US65461,ZCTA5 65461,97,68,97,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65461,860Z200US65461,63036
2077,860Z200US65462,ZCTA5 65462,1264,356,1078,321,17,28,0,12,0,12,0,12,70,79,99,67,28,31,71,60,,65462,860Z200US65462,54712
2078,860Z200US65463,ZCTA5 65463,1158,430,899,352,0,12,0,12,0,12,0,12,0,12,259,242,235,243,24,22,,65463,860Z200US65463,69973
2079,860Z200US65464,ZCTA5 65464,285,123,248,117,0,12,0,12,0,12,0,12,0,12,37,36,0,12,37,36,,65464,860Z200US65464,-
2080,860Z200US65466,ZCTA5 65466,1464,288,1300,290,9,19,1,3,0,12,0,12,0,12,154,108,0,12,154,108,,65466,860Z200US65466,40625
2081,860Z200US65468,ZCTA5 65468,78,109,78,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65468,860Z200US65468,-
2082,860Z200US65470,ZCTA5 65470,842,277,799,267,0,12,4,7,0,12,0,12,10,17,29,28,11,16,18,22,,65470,860Z200US65470,59091
2083,860Z200US65473,ZCTA5 65473,15438,714,8429,791,2362,470,49,58,365,198,303,98,383,198,3547,542,2138,490,1409,423,,65473,860Z200US65473,67690
2084,860Z200US65479,ZCTA5 65479,295,253,295,253,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65479,860Z200US65479,108072
2085,860Z200US65483,ZCTA5 65483,4487,215,4200,267,24,35,12,16,0,12,0,12,21,28,230,148,175,134,55,37,,65483,860Z200US65483,46663
2086,860Z200US65484,ZCTA5 65484,42,70,42,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65484,860Z200US65484,-
2087,860Z200US65486,ZCTA5 65486,2956,459,2858,459,2,4,0,12,0,12,0,12,0,12,96,80,60,77,36,28,,65486,860Z200US65486,71744
2088,860Z200US65501,ZCTA5 65501,87,44,84,43,0,12,0,12,0,12,0,12,0,12,3,7,0,12,3,7,,65501,860Z200US65501,25417
2089,860Z200US65529,ZCTA5 65529,187,138,187,138,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65529,860Z200US65529,111618
2090,860Z200US65534,ZCTA5 65534,502,250,485,250,0,12,4,8,0,12,0,12,0,12,13,26,0,12,13,26,,65534,860Z200US65534,72500
2091,860Z200US65535,ZCTA5 65535,1395,352,1343,352,0,12,13,17,0,12,0,12,4,8,35,24,15,21,20,14,,65535,860Z200US65535,56660
2092,860Z200US65536,ZCTA5 65536,29915,822,27193,874,184,130,113,71,275,102,101,131,311,190,1738,410,699,276,1039,279,,65536,860Z200US65536,53783
2093,860Z200US65541,ZCTA5 65541,150,133,147,133,0,12,0,12,0,12,0,12,0,12,3,6,0,12,3,6,,65541,860Z200US65541,54931
2094,860Z200US65542,ZCTA5 65542,7060,612,6352,627,468,132,17,22,0,17,0,17,1,15,222,68,61,52,161,49,,65542,860Z200US65542,46076
2095,860Z200US65543,ZCTA5 65543,657,310,657,310,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65543,860Z200US65543,50980
2096,860Z200US65548,ZCTA5 65548,6388,736,5914,714,35,34,7,10,0,17,0,17,79,81,353,136,181,102,172,95,,65548,860Z200US65548,48698
2097,860Z200US65550,ZCTA5 65550,3181,605,2585,500,1,3,71,45,83,96,0,12,8,8,433,252,348,245,85,59,,65550,860Z200US65550,71275
2098,860Z200US65552,ZCTA5 65552,2378,470,1916,462,233,186,0,12,0,12,0,12,31,42,198,127,62,68,136,87,,65552,860Z200US65552,63894
2099,860Z200US65555,ZCTA5 65555,1384,348,1144,283,160,169,0,12,0,12,0,12,0,12,80,56,43,51,37,36,,65555,860Z200US65555,43631
2100,860Z200US65556,ZCTA5 65556,4823,751,4417,716,26,36,4,6,48,56,0,12,55,44,273,136,61,39,212,126,,65556,860Z200US65556,38194
2101,860Z200US65557,ZCTA5 65557,314,157,264,145,0,12,0,12,0,12,0,12,0,12,50,70,0,12,50,70,,65557,860Z200US65557,97650
2102,860Z200US65559,ZCTA5 65559,9303,734,8723,774,42,26,27,25,0,17,0,17,36,60,475,209,154,142,321,141,,65559,860Z200US65559,61750
2103,860Z200US65560,ZCTA5 65560,13822,361,12694,379,68,38,103,47,120,47,10,15,159,87,668,209,337,171,331,79,,65560,860Z200US65560,56250
2104,860Z200US65564,ZCTA5 65564,42,63,42,63,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65564,860Z200US65564,-
2105,860Z200US65565,ZCTA5 65565,4845,441,4503,446,39,30,12,18,7,8,0,12,55,69,229,128,130,115,99,55,,65565,860Z200US65565,50277
2106,860Z200US65566,ZCTA5 65566,858,172,778,162,0,12,5,8,20,31,0,12,0,12,55,37,40,38,15,12,,65566,860Z200US65566,39583
2107,860Z200US65567,ZCTA5 65567,1458,326,1392,328,6,9,6,6,0,12,0,12,5,12,49,37,0,12,49,37,,65567,860Z200US65567,55050
2108,860Z200US65570,ZCTA5 65570,715,292,656,290,0,12,0,12,0,12,0,12,59,73,0,12,0,12,0,12,,65570,860Z200US65570,34573
2109,860Z200US65571,ZCTA5 65571,1762,532,1669,526,0,12,0,12,0,12,0,12,9,17,84,69,29,43,55,48,,65571,860Z200US65571,60040
2110,860Z200US65580,ZCTA5 65580,686,294,634,291,0,12,0,12,0,12,0,12,0,12,52,78,8,64,44,39,,65580,860Z200US65580,69898
2111,860Z200US65582,ZCTA5 65582,1732,299,1547,283,10,18,27,32,0,12,0,12,8,11,140,73,72,63,68,39,,65582,860Z200US65582,60278
2112,860Z200US65583,ZCTA5 65583,14711,1437,11088,1224,1903,511,97,62,217,157,0,19,86,110,1320,459,681,333,639,299,,65583,860Z200US65583,76626
2113,860Z200US65584,ZCTA5 65584,10553,971,6986,878,1182,313,27,27,560,178,9,19,445,351,1344,314,429,191,915,263,,65584,860Z200US65584,63328
2114,860Z200US65586,ZCTA5 65586,137,158,131,155,0,12,0,12,0,12,0,12,0,12,6,12,0,12,6,12,,65586,860Z200US65586,57344
2115,860Z200US65588,ZCTA5 65588,2235,374,1963,357,5,4,30,30,30,26,0,12,9,15,198,96,37,38,161,95,,65588,860Z200US65588,44500
2116,860Z200US65589,ZCTA5 65589,110,106,96,99,0,12,6,9,0,12,0,12,0,12,8,9,3,5,5,8,,65589,860Z200US65589,-
2117,860Z200US65590,ZCTA5 65590,1872,513,1692,468,0,12,0,12,0,12,0,12,0,12,180,102,42,39,138,97,,65590,860Z200US65590,56762
2118,860Z200US65591,ZCTA5 65591,1837,489,1713,452,0,12,0,12,35,56,0,12,15,25,74,96,61,93,13,21,,65591,860Z200US65591,50139
2119,860Z200US65601,ZCTA5 65601,572,135,536,131,0,12,0,12,0,12,0,12,30,41,6,6,3,4,3,4,,65601,860Z200US65601,46875
2120,860Z200US65603,ZCTA5 65603,158,94,155,94,0,12,0,12,0,12,0,12,0,12,3,4,0,12,3,4,,65603,860Z200US65603,63516
2121,860Z200US65604,ZCTA5 65604,3873,509,3517,464,5,17,20,27,0,12,0,12,3,5,328,157,152,121,176,87,,65604,860Z200US65604,68683
2122,860Z200US65605,ZCTA5 65605,11514,647,10598,675,19,27,12,16,28,77,13,19,195,162,649,201,187,108,462,180,,65605,860Z200US65605,53294
2123,860Z200US65606,ZCTA5 65606,2381,332,2159,349,7,8,15,18,28,32,1,3,0,12,171,79,68,52,103,49,,65606,860Z200US65606,51909
2124,860Z200US65608,ZCTA5 65608,8545,404,7858,395,80,67,69,62,16,26,0,17,27,28,495,113,271,73,224,79,,65608,860Z200US65608,44607
2125,860Z200US65609,ZCTA5 65609,733,205,721,206,0,12,0,12,0,12,0,12,0,12,12,16,4,6,8,13,,65609,860Z200US65609,53571
2126,860Z200US65610,ZCTA5 65610,5561,793,5404,780,0,17,0,17,0,17,0,17,12,14,145,99,48,36,97,81,,65610,860Z200US65610,77155
2127,860Z200US65611,ZCTA5 65611,1963,369,1901,360,3,9,14,20,0,12,0,12,14,21,31,35,7,13,24,34,,65611,860Z200US65611,59866
2128,860Z200US65612,ZCTA5 65612,2057,716,2020,718,0,12,0,12,0,12,0,12,0,12,37,34,0,12,37,34,,65612,860Z200US65612,78047
2129,860Z200US65613,ZCTA5 65613,17666,901,16061,857,201,95,40,26,241,163,0,19,297,163,826,259,357,173,469,189,,65613,860Z200US65613,59172
2130,860Z200US65614,ZCTA5 65614,567,140,556,140,0,12,0,12,0,12,0,12,0,12,11,10,0,12,11,10,,65614,860Z200US65614,61875
2131,860Z200US65616,ZCTA5 65616,28460,1045,23772,1016,719,174,70,42,464,126,5,7,785,341,2645,389,1643,330,1002,231,,65616,860Z200US65616,60489
2132,860Z200US65617,ZCTA5 65617,1716,727,1583,716,21,29,0,12,0,12,0,12,51,80,61,69,0,12,61,69,,65617,860Z200US65617,76488
2133,860Z200US65618,ZCTA5 65618,110,79,85,79,0,12,0,12,0,12,0,12,0,12,25,37,0,12,25,37,,65618,860Z200US65618,-
2134,860Z200US65619,ZCTA5 65619,9453,742,8460,691,28,32,82,56,107,98,0,17,144,179,632,268,331,258,301,131,,65619,860Z200US65619,85024
2135,860Z200US65620,ZCTA5 65620,265,147,265,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65620,860Z200US65620,-
2136,860Z200US65622,ZCTA5 65622,8695,786,7959,802,28,32,0,17,0,17,0,17,130,153,578,231,50,56,528,221,,65622,860Z200US65622,50081
2137,860Z200US65623,ZCTA5 65623,28,23,24,22,0,12,0,12,0,12,0,12,1,3,3,5,2,3,1,3,,65623,860Z200US65623,59167
2138,860Z200US65624,ZCTA5 65624,1847,319,1705,297,0,12,7,11,0,12,0,12,0,12,135,64,39,45,96,49,,65624,860Z200US65624,61995
2139,860Z200US65625,ZCTA5 65625,7473,773,7016,739,26,33,28,28,63,58,0,17,49,47,291,105,43,38,248,96,,65625,860Z200US65625,63348
2140,860Z200US65626,ZCTA5 65626,1405,396,1274,362,0,12,0,12,0,12,0,12,119,196,12,16,0,12,12,16,,65626,860Z200US65626,40208
2141,860Z200US65627,ZCTA5 65627,729,287,729,287,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65627,860Z200US65627,44188
2142,860Z200US65629,ZCTA5 65629,563,154,550,155,0,12,0,12,0,12,0,12,0,12,13,14,0,12,13,14,,65629,860Z200US65629,63750
2143,860Z200US65630,ZCTA5 65630,640,173,588,168,0,12,0,12,2,3,0,12,21,26,29,26,27,26,2,5,,65630,860Z200US65630,107115
2144,860Z200US65631,ZCTA5 65631,6174,891,5738,877,8,12,18,25,51,80,0,17,76,69,283,143,103,86,180,104,,65631,860Z200US65631,86875
2145,860Z200US65632,ZCTA5 65632,3067,729,2872,723,7,14,0,12,0,12,0,12,99,123,89,62,60,55,29,34,,65632,860Z200US65632,57656
2146,860Z200US65633,ZCTA5 65633,3952,584,3571,486,26,35,8,12,3,6,0,12,58,40,286,217,145,213,141,62,,65633,860Z200US65633,49349
2147,860Z200US65634,ZCTA5 65634,606,320,584,321,0,12,0,12,0,12,0,12,2,4,20,31,20,31,0,12,,65634,860Z200US65634,35948
2148,860Z200US65635,ZCTA5 65635,754,152,711,151,10,10,0,12,2,7,0,12,10,14,21,19,3,6,18,18,,65635,860Z200US65635,92292
2149,860Z200US65637,ZCTA5 65637,1190,299,1057,273,0,12,0,12,0,12,0,12,0,12,133,69,11,16,122,68,,65637,860Z200US65637,50588
2150,860Z200US65638,ZCTA5 65638,626,292,605,280,0,12,0,12,0,12,0,12,0,12,21,40,21,40,0,12,,65638,860Z200US65638,58906
2151,860Z200US65640,ZCTA5 65640,1530,639,1505,634,0,12,14,19,0,12,0,12,0,12,11,13,11,13,0,12,,65640,860Z200US65640,61136
2152,860Z200US65641,ZCTA5 65641,606,154,575,150,0,12,0,12,0,12,0,12,0,12,31,24,19,22,12,12,,65641,860Z200US65641,55417
2153,860Z200US65644,ZCTA5 65644,2059,593,1917,554,0,12,0,12,0,12,0,12,0,12,142,133,94,127,48,51,,65644,860Z200US65644,71527
2154,860Z200US65646,ZCTA5 65646,1961,357,1777,346,0,12,26,24,3,4,1,3,0,12,154,61,6,6,148,61,,65646,860Z200US65646,52708
2155,860Z200US65647,ZCTA5 65647,3077,504,2459,478,10,14,9,11,307,161,0,12,25,40,267,117,178,116,89,28,,65647,860Z200US65647,46146
2156,860Z200US65648,ZCTA5 65648,5861,857,5558,847,18,20,20,28,40,62,0,17,14,21,211,144,101,115,110,76,,65648,860Z200US65648,86850
2157,860Z200US65649,ZCTA5 65649,1932,374,1874,361,0,12,9,12,12,22,0,12,2,3,35,51,0,12,35,51,,65649,860Z200US65649,46516
2158,860Z200US65650,ZCTA5 65650,1454,320,1353,309,0,12,0,12,5,8,0,12,0,12,96,53,42,41,54,46,,65650,860Z200US65650,50194
2159,860Z200US65652,ZCTA5 65652,4649,592,4204,613,73,25,5,8,0,12,0,12,21,27,346,157,130,86,216,127,,65652,860Z200US65652,78420
2160,860Z200US65653,ZCTA5 65653,5905,674,5393,664,32,29,4,6,14,21,0,17,84,84,378,178,201,145,177,76,,65653,860Z200US65653,46918
2161,860Z200US65654,ZCTA5 65654,245,141,242,142,0,12,0,12,0,12,0,12,0,12,3,6,0,12,3,6,,65654,860Z200US65654,47500
2162,860Z200US65655,ZCTA5 65655,2435,342,2275,329,24,30,0,12,0,12,0,12,12,13,124,56,49,43,75,39,,65655,860Z200US65655,37337
2163,860Z200US65656,ZCTA5 65656,5031,795,4694,791,43,23,14,18,0,17,0,17,44,50,236,103,44,38,192,75,,65656,860Z200US65656,67239
2164,860Z200US65657,ZCTA5 65657,361,314,356,313,0,12,0,12,0,12,0,12,0,12,5,9,0,12,5,9,,65657,860Z200US65657,-
2165,860Z200US65658,ZCTA5 65658,1262,353,1083,337,0,12,1,2,1,2,0,12,3,5,174,136,131,127,43,33,,65658,860Z200US65658,51641
2166,860Z200US65660,ZCTA5 65660,290,156,162,93,0,12,0,12,0,12,0,12,62,89,66,115,66,115,0,12,,65660,860Z200US65660,73846
2167,860Z200US65661,ZCTA5 65661,2434,302,2267,301,20,25,3,6,0,12,0,12,0,12,144,47,22,20,122,46,,65661,860Z200US65661,46170
2168,860Z200US65662,ZCTA5 65662,1137,375,1137,375,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65662,860Z200US65662,51339
2169,860Z200US65663,ZCTA5 65663,2700,510,2566,487,0,12,4,10,16,31,0,12,0,12,114,74,13,25,101,72,,65663,860Z200US65663,61023
2170,860Z200US65664,ZCTA5 65664,40,30,31,23,0,12,0,12,0,12,0,12,0,12,9,16,0,12,9,16,,65664,860Z200US65664,-
2171,860Z200US65666,ZCTA5 65666,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65666,860Z200US65666,-
2172,860Z200US65667,ZCTA5 65667,3250,517,2904,550,71,71,0,12,4,7,0,12,179,148,92,61,2,5,90,61,,65667,860Z200US65667,34444
2173,860Z200US65668,ZCTA5 65668,1846,220,1735,218,14,17,3,5,30,20,0,12,11,17,53,37,20,22,33,29,,65668,860Z200US65668,38449
2174,860Z200US65669,ZCTA5 65669,2764,385,2490,378,16,26,12,13,0,12,0,12,9,16,237,126,123,114,114,63,,65669,860Z200US65669,86932
2175,860Z200US65672,ZCTA5 65672,8432,596,7465,680,15,13,16,20,54,66,0,17,113,97,769,298,634,291,135,75,,65672,860Z200US65672,59737
2176,860Z200US65674,ZCTA5 65674,2896,597,2527,541,15,18,10,13,0,12,0,12,0,12,344,173,195,145,149,115,,65674,860Z200US65674,47500
2177,860Z200US65675,ZCTA5 65675,38,32,38,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65675,860Z200US65675,84028
2178,860Z200US65676,ZCTA5 65676,461,179,430,169,0,12,0,12,0,12,0,12,0,12,31,32,0,12,31,32,,65676,860Z200US65676,45170
2179,860Z200US65679,ZCTA5 65679,2942,508,2682,496,11,17,39,39,0,12,0,12,25,39,185,119,72,70,113,94,,65679,860Z200US65679,48442
2180,860Z200US65680,ZCTA5 65680,1097,233,1034,233,0,12,0,12,13,17,0,12,31,48,19,15,11,12,8,9,,65680,860Z200US65680,77563
2181,860Z200US65681,ZCTA5 65681,1709,366,1613,360,5,5,0,12,43,39,0,12,0,12,48,49,31,47,17,10,,65681,860Z200US65681,57548
2182,860Z200US65682,ZCTA5 65682,1885,258,1792,256,0,12,2,4,5,7,0,12,4,6,82,48,33,23,49,42,,65682,860Z200US65682,53590
2183,860Z200US65685,ZCTA5 65685,794,293,780,289,0,12,13,22,0,12,0,12,0,12,1,2,0,12,1,2,,65685,860Z200US65685,51394
2184,860Z200US65686,ZCTA5 65686,4256,467,4092,451,0,12,4,8,17,22,0,12,0,12,143,61,53,34,90,46,,65686,860Z200US65686,58363
2185,860Z200US65688,ZCTA5 65688,42,54,42,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65688,860Z200US65688,68529
2186,860Z200US65689,ZCTA5 65689,4482,427,4023,459,27,37,34,40,29,20,0,12,105,100,264,116,10,31,254,112,,65689,860Z200US65689,44231
2187,860Z200US65690,ZCTA5 65690,130,69,108,68,0,12,0,12,0,12,0,12,0,12,22,24,6,10,16,21,,65690,860Z200US65690,-
2188,860Z200US65692,ZCTA5 65692,1068,283,956,264,0,12,1,2,0,12,0,12,0,12,111,68,49,45,62,45,,65692,860Z200US65692,40357
2189,860Z200US65702,ZCTA5 65702,343,173,306,163,0,12,0,12,0,12,0,12,0,12,37,44,33,44,4,8,,65702,860Z200US65702,62301
2190,860Z200US65704,ZCTA5 65704,5394,683,5106,667,30,46,0,17,1,2,0,17,66,55,191,114,88,80,103,80,,65704,860Z200US65704,49787
2191,860Z200US65705,ZCTA5 65705,4949,658,4572,636,0,12,19,25,8,2,3,10,160,150,187,91,103,87,84,59,,65705,860Z200US65705,61000
2192,860Z200US65706,ZCTA5 65706,17133,1123,15523,1129,334,225,24,25,44,50,0,19,28,38,1180,443,738,426,442,194,,65706,860Z200US65706,74830
2193,860Z200US65707,ZCTA5 65707,2181,341,2061,340,11,15,51,43,0,12,0,12,14,17,44,29,18,22,26,19,,65707,860Z200US65707,57177
2194,860Z200US65708,ZCTA5 65708,12869,649,8944,765,36,30,208,135,78,67,291,227,1691,633,1621,537,1171,518,450,215,,65708,860Z200US65708,57827
2195,860Z200US65710,ZCTA5 65710,1589,369,1567,363,2,6,1,2,0,12,0,12,0,12,19,21,0,12,19,21,,65710,860Z200US65710,77865
2196,860Z200US65711,ZCTA5 65711,8106,644,7265,683,2,5,12,19,74,61,0,17,19,29,734,251,293,214,441,155,,65711,860Z200US65711,50663
2197,860Z200US65712,ZCTA5 65712,9015,683,8348,687,63,35,40,27,35,47,0,17,11,19,518,217,207,166,311,141,,65712,860Z200US65712,69304
2198,860Z200US65713,ZCTA5 65713,2022,414,1943,407,0,12,4,8,0,12,0,12,0,12,75,63,37,39,38,37,,65713,860Z200US65713,63750
2199,860Z200US65714,ZCTA5 65714,37013,1113,33259,1176,292,134,150,104,524,222,140,108,674,286,1974,398,517,252,1457,313,,65714,860Z200US65714,86765
2200,860Z200US65715,ZCTA5 65715,21,26,21,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65715,860Z200US65715,-
2201,860Z200US65717,ZCTA5 65717,2523,409,2353,377,28,52,2,4,1,5,0,12,9,14,130,73,35,29,95,72,,65717,860Z200US65717,61146
2202,860Z200US65720,ZCTA5 65720,400,163,394,161,0,12,0,12,0,12,0,12,5,8,1,2,0,12,1,2,,65720,860Z200US65720,51563
2203,860Z200US65721,ZCTA5 65721,33452,1195,30131,1224,345,138,120,99,204,151,0,26,520,238,2132,502,1080,492,1052,176,,65721,860Z200US65721,77507
2204,860Z200US65722,ZCTA5 65722,1391,394,1342,393,8,20,0,12,0,12,0,12,9,15,32,35,18,22,14,22,,65722,860Z200US65722,48378
2205,860Z200US65723,ZCTA5 65723,3123,448,2221,419,5,7,48,32,109,76,0,12,236,298,504,179,142,148,362,103,,65723,860Z200US65723,49695
2206,860Z200US65724,ZCTA5 65724,1563,322,1512,315,0,12,0,12,0,12,0,12,0,12,51,38,10,17,41,33,,65724,860Z200US65724,41447
2207,860Z200US65725,ZCTA5 65725,2501,658,1959,465,0,12,6,10,0,12,0,12,401,518,135,92,30,41,105,84,,65725,860Z200US65725,77406
2208,860Z200US65726,ZCTA5 65726,1093,49,811,92,92,58,3,6,36,39,0,12,0,12,151,66,43,30,108,60,,65726,860Z200US65726,-
2209,860Z200US65727,ZCTA5 65727,101,80,101,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65727,860Z200US65727,81641
2210,860Z200US65728,ZCTA5 65728,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65728,860Z200US65728,-
2211,860Z200US65729,ZCTA5 65729,126,59,109,50,0,13,0,13,0,13,0,13,0,13,17,17,5,9,12,16,,65729,860Z200US65729,61818
2212,860Z200US65730,ZCTA5 65730,19,22,7,13,0,12,0,12,0,12,0,12,0,12,12,18,0,12,12,18,,65730,860Z200US65730,-
2213,860Z200US65731,ZCTA5 65731,130,117,123,113,0,12,0,12,0,12,0,12,0,12,7,14,0,12,7,14,,65731,860Z200US65731,-
2214,860Z200US65732,ZCTA5 65732,1342,276,1312,276,0,12,0,12,0,12,0,12,4,8,26,38,2,5,24,37,,65732,860Z200US65732,45909
2215,860Z200US65733,ZCTA5 65733,801,358,784,359,4,6,0,13,0,13,0,13,4,6,9,10,2,5,7,8,,65733,860Z200US65733,59375
2216,860Z200US65734,ZCTA5 65734,4112,1100,3253,924,0,12,12,20,239,161,18,23,205,179,385,190,318,184,67,36,,65734,860Z200US65734,56744
2217,860Z200US65735,ZCTA5 65735,212,153,138,116,0,12,0,12,0,12,0,12,0,12,74,81,0,12,74,81,,65735,860Z200US65735,72724
2218,860Z200US65737,ZCTA5 65737,8745,705,7841,687,19,25,76,51,14,11,0,17,239,99,556,194,333,182,223,87,,65737,860Z200US65737,63811
2219,860Z200US65738,ZCTA5 65738,21283,953,19514,939,154,179,84,64,124,164,0,23,309,195,1098,371,498,299,600,248,,65738,860Z200US65738,67841
2220,860Z200US65739,ZCTA5 65739,865,226,734,203,22,33,0,12,0,12,0,12,25,31,84,88,50,80,34,33,,65739,860Z200US65739,61250
2221,860Z200US65740,ZCTA5 65740,3508,456,3167,451,71,71,7,8,0,12,0,12,44,53,219,90,104,89,115,62,,65740,860Z200US65740,57390
2222,860Z200US65741,ZCTA5 65741,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65741,860Z200US65741,-
2223,860Z200US65742,ZCTA5 65742,14185,1539,13316,1615,0,19,0,19,136,149,12,22,73,134,648,328,406,323,242,136,,65742,860Z200US65742,83795
2224,860Z200US65744,ZCTA5 65744,182,87,143,77,23,26,0,12,0,12,0,12,0,12,16,19,15,19,1,2,,65744,860Z200US65744,50655
2225,860Z200US65745,ZCTA5 65745,3417,583,3092,577,7,12,40,36,0,12,0,12,54,41,224,98,107,87,117,60,,65745,860Z200US65745,52158
2226,860Z200US65746,ZCTA5 65746,9336,1028,8960,1027,27,42,43,54,5,11,66,76,65,66,170,75,112,71,58,29,,65746,860Z200US65746,55402
2227,860Z200US65747,ZCTA5 65747,4016,589,3281,476,0,12,20,28,13,20,0,12,54,46,648,308,615,302,33,31,,65747,860Z200US65747,55060
2228,860Z200US65752,ZCTA5 65752,335,98,312,97,0,12,0,12,0,12,0,12,0,12,23,21,0,12,23,21,,65752,860Z200US65752,48125
