,Geography,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!White alone,Margin of Error!!Total:!!White alone,Estimate!!Total:!!Black or African American alone,Margin of Error!!Total:!!Black or African American alone,Estimate!!Total:!!American Indian and Alaska Native alone,Margin of Error!!Total:!!American Indian and Alaska Native alone,Estimate!!Total:!!Asian alone,Margin of Error!!Total:!!Asian alone,Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total:!!Some Other Race alone,Margin of Error!!Total:!!Some Other Race alone,Estimate!!Total:!!Two or More Races:,Margin of Error!!Total:!!Two or More Races:,Estimate!!Total:!!Two or More Races:!!Two races including Some Other Race,Margin of Error!!Total:!!Two or More Races:!!Two races including Some Other Race,"Estimate!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races","Margin of Error!!Total:!!Two or More Races:!!Two races excluding Some Other Race, and three or more races",,ZIP,GEO_ID,median household income
1881,860Z200US64770,ZCTA5 64770,1151,211,1099,209,3,4,3,6,0,12,0,12,4,6,42,30,11,10,31,30,,64770,860Z200US64770,61908
1882,860Z200US64771,ZCTA5 64771,490,153,477,151,0,12,1,2,0,12,0,12,0,12,12,10,4,6,8,8,,64771,860Z200US64771,61645
1883,860Z200US64772,ZCTA5 64772,12824,580,11710,579,177,67,9,11,150,34,0,19,304,154,474,123,79,55,395,118,,64772,860Z200US64772,51872
1884,860Z200US64776,ZCTA5 64776,3374,389,3169,382,39,27,3,5,8,9,0,12,23,23,132,49,41,32,91,48,,64776,860Z200US64776,44880
1885,860Z200US64778,ZCTA5 64778,422,148,406,143,0,12,0,12,0,12,0,12,0,12,16,20,8,16,8,10,,64778,860Z200US64778,59737
1886,860Z200US64779,ZCTA5 64779,2688,339,2544,335,4,5,3,5,0,12,0,12,28,35,109,77,84,73,25,20,,64779,860Z200US64779,54183
1887,860Z200US64780,ZCTA5 64780,364,105,329,103,9,15,2,4,0,12,0,12,3,4,21,24,17,22,4,7,,64780,860Z200US64780,44107
1888,860Z200US64781,ZCTA5 64781,80,63,75,62,0,12,0,12,0,12,0,12,0,12,5,8,0,12,5,8,,64781,860Z200US64781,43056
1889,860Z200US64783,ZCTA5 64783,607,167,588,168,0,12,5,12,0,12,0,12,0,12,14,11,2,3,12,11,,64783,860Z200US64783,47321
1890,860Z200US64784,ZCTA5 64784,1359,238,1297,233,0,12,1,3,0,12,1,3,1,4,59,39,23,27,36,25,,64784,860Z200US64784,53654
1891,860Z200US64788,ZCTA5 64788,1435,348,1375,343,0,12,0,12,4,6,0,12,15,22,41,30,11,16,30,25,,64788,860Z200US64788,71705
1892,860Z200US64790,ZCTA5 64790,1114,279,1063,272,0,12,3,8,2,4,0,12,0,12,46,63,6,8,40,63,,64790,860Z200US64790,48750
1893,860Z200US64801,ZCTA5 64801,36287,1339,29750,1265,975,258,361,131,827,284,238,159,681,263,3455,629,1310,371,2145,491,,64801,860Z200US64801,52620
1894,860Z200US64804,ZCTA5 64804,37016,1426,30962,1211,900,322,278,90,740,271,55,126,590,194,3491,531,1728,440,1763,311,,64804,860Z200US64804,62574
1895,860Z200US64830,ZCTA5 64830,624,228,535,171,0,12,5,7,0,12,0,12,4,6,80,73,47,69,33,27,,64830,860Z200US64830,51510
1896,860Z200US64831,ZCTA5 64831,6206,787,4594,623,5,15,83,41,54,54,250,184,272,195,948,352,609,324,339,122,,64831,860Z200US64831,63254
1897,860Z200US64832,ZCTA5 64832,1286,483,1167,475,0,12,93,55,0,12,0,12,1,3,25,15,2,3,23,16,,64832,860Z200US64832,98750
1898,860Z200US64833,ZCTA5 64833,70,43,66,42,0,12,0,12,0,12,0,12,0,12,4,5,2,3,2,4,,64833,860Z200US64833,-
1899,860Z200US64834,ZCTA5 64834,10586,545,9562,569,11,19,24,20,112,97,29,41,222,207,626,261,199,204,427,170,,64834,860Z200US64834,85205
1900,860Z200US64835,ZCTA5 64835,2074,438,1779,434,6,10,2,3,13,24,0,12,12,14,262,100,101,72,161,80,,64835,860Z200US64835,58849
1901,860Z200US64836,ZCTA5 64836,26562,928,20839,1108,316,186,211,98,44,43,65,77,1718,511,3369,660,1992,570,1377,365,,64836,860Z200US64836,61335
1902,860Z200US64840,ZCTA5 64840,3325,585,2879,608,12,18,86,57,0,12,0,12,34,37,314,240,227,230,87,52,,64840,860Z200US64840,65000
1903,860Z200US64841,ZCTA5 64841,1381,282,1173,274,0,12,9,13,24,36,0,12,0,12,175,139,88,113,87,60,,64841,860Z200US64841,59167
1904,860Z200US64842,ZCTA5 64842,775,273,479,148,0,12,4,7,95,156,0,12,9,14,188,113,155,110,33,31,,64842,860Z200US64842,57969
1905,860Z200US64843,ZCTA5 64843,3180,503,2539,450,1,3,66,69,116,107,65,72,107,83,286,137,78,82,208,104,,64843,860Z200US64843,55492
1906,860Z200US64844,ZCTA5 64844,4796,662,4320,678,7,12,24,22,30,39,7,15,0,12,408,171,102,78,306,129,,64844,860Z200US64844,63382
1907,860Z200US64847,ZCTA5 64847,390,153,293,132,0,12,3,5,0,12,7,11,28,39,59,36,48,36,11,10,,64847,860Z200US64847,37273
1908,860Z200US64848,ZCTA5 64848,609,348,606,348,0,12,0,12,0,12,0,12,0,12,3,5,0,12,3,5,,64848,860Z200US64848,97796
1909,860Z200US64849,ZCTA5 64849,187,80,172,75,0,12,2,3,0,12,12,20,0,12,1,2,0,12,1,2,,64849,860Z200US64849,71875
1910,860Z200US64850,ZCTA5 64850,25126,1152,19217,1114,182,82,410,192,430,194,683,164,960,378,3244,626,1811,568,1433,248,,64850,860Z200US64850,63469
1911,860Z200US64854,ZCTA5 64854,4910,757,1957,424,433,130,31,29,13,21,588,204,776,280,1112,501,850,513,262,156,,64854,860Z200US64854,44490
1912,860Z200US64855,ZCTA5 64855,3039,380,2658,386,0,12,14,16,5,8,0,12,0,12,362,248,304,247,58,35,,64855,860Z200US64855,90500
1913,860Z200US64856,ZCTA5 64856,4092,526,3660,470,26,40,41,30,0,12,0,12,45,44,320,237,224,228,96,51,,64856,860Z200US64856,45513
1914,860Z200US64857,ZCTA5 64857,396,116,317,112,0,12,1,2,0,12,21,35,30,46,27,34,22,33,5,7,,64857,860Z200US64857,-
1915,860Z200US64858,ZCTA5 64858,586,373,586,373,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,64858,860Z200US64858,-
1916,860Z200US64859,ZCTA5 64859,1212,337,1070,301,20,31,2,3,0,12,0,12,2,4,118,109,102,105,16,16,,64859,860Z200US64859,61429
1917,860Z200US64861,ZCTA5 64861,1324,374,1177,344,0,12,34,30,0,12,0,12,51,78,62,43,33,40,29,24,,64861,860Z200US64861,63250
1918,860Z200US64862,ZCTA5 64862,3173,616,2990,598,0,12,10,11,0,12,0,12,62,77,111,102,25,21,86,100,,64862,860Z200US64862,59489
1919,860Z200US64863,ZCTA5 64863,1586,376,770,284,0,12,69,46,0,12,0,12,352,186,395,232,333,224,62,48,,64863,860Z200US64863,58906
1920,860Z200US64865,ZCTA5 64865,5692,781,4538,533,0,17,262,138,3,7,146,163,130,156,613,405,472,410,141,63,,64865,860Z200US64865,60846
1921,860Z200US64866,ZCTA5 64866,1113,287,988,285,0,12,3,3,52,69,0,12,3,4,67,38,17,16,50,36,,64866,860Z200US64866,59712
1922,860Z200US64867,ZCTA5 64867,1082,314,767,281,1,4,36,35,137,149,0,12,2,3,139,115,107,101,32,39,,64867,860Z200US64867,55474
1923,860Z200US64868,ZCTA5 64868,137,119,86,76,0,12,0,12,0,12,0,12,0,12,51,64,0,12,51,64,,64868,860Z200US64868,87750
1924,860Z200US64870,ZCTA5 64870,16186,512,13838,639,349,148,108,77,226,159,0,19,132,124,1533,460,572,343,961,296,,64870,860Z200US64870,68300
1925,860Z200US64873,ZCTA5 64873,1329,493,1238,480,0,12,0,12,13,27,0,12,16,29,62,65,0,12,62,65,,64873,860Z200US64873,74360
1926,860Z200US64874,ZCTA5 64874,509,218,447,215,0,12,2,5,0,12,0,12,14,39,46,49,37,46,9,10,,64874,860Z200US64874,38906
1927,860Z200US65001,ZCTA5 65001,159,65,154,65,0,12,0,12,0,12,0,12,0,12,5,11,0,12,5,11,,65001,860Z200US65001,80938
1928,860Z200US65010,ZCTA5 65010,7205,524,6613,527,88,56,19,29,27,35,0,17,24,41,434,197,144,134,290,126,,65010,860Z200US65010,95559
1929,860Z200US65011,ZCTA5 65011,2365,541,2336,537,7,10,0,12,0,12,0,12,0,12,22,19,6,12,16,15,,65011,860Z200US65011,40990
1930,860Z200US65013,ZCTA5 65013,3137,432,3034,426,0,12,0,12,0,12,0,12,11,12,92,52,51,46,41,23,,65013,860Z200US65013,57212
1931,860Z200US65014,ZCTA5 65014,2245,414,2183,410,0,12,13,16,6,10,0,12,0,12,43,30,24,28,19,20,,65014,860Z200US65014,61938
1932,860Z200US65016,ZCTA5 65016,1240,262,1240,262,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65016,860Z200US65016,78750
1933,860Z200US65017,ZCTA5 65017,1183,249,1107,249,0,12,0,12,0,12,0,12,0,12,76,67,53,60,23,21,,65017,860Z200US65017,39457
1934,860Z200US65018,ZCTA5 65018,7748,343,6827,409,29,36,0,17,61,34,0,17,174,94,657,194,526,180,131,63,,65018,860Z200US65018,67800
1935,860Z200US65020,ZCTA5 65020,14748,886,13470,907,135,71,5,8,65,68,0,19,442,230,631,206,347,192,284,86,,65020,860Z200US65020,62392
1936,860Z200US65023,ZCTA5 65023,1566,265,1471,249,0,12,6,10,1,3,0,12,36,53,52,57,25,41,27,40,,65023,860Z200US65023,72663
1937,860Z200US65024,ZCTA5 65024,1218,316,1165,322,3,5,0,12,2,4,0,12,4,8,44,36,26,33,18,18,,65024,860Z200US65024,68438
1938,860Z200US65025,ZCTA5 65025,773,159,724,156,0,12,7,12,3,6,0,12,5,8,34,25,2,3,32,25,,65025,860Z200US65025,51364
1939,860Z200US65026,ZCTA5 65026,11606,650,10841,655,44,57,21,17,96,54,9,15,182,117,413,145,125,104,288,111,,65026,860Z200US65026,48824
1940,860Z200US65032,ZCTA5 65032,1491,311,1340,273,49,71,0,12,0,12,0,12,5,9,97,71,21,28,76,63,,65032,860Z200US65032,63125
1941,860Z200US65034,ZCTA5 65034,514,257,514,257,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65034,860Z200US65034,86875
1942,860Z200US65035,ZCTA5 65035,1681,315,1653,317,0,12,0,12,4,7,0,12,0,12,24,22,22,22,2,5,,65035,860Z200US65035,90815
1943,860Z200US65037,ZCTA5 65037,5244,401,4896,404,9,10,0,17,12,15,0,17,6,9,321,95,98,67,223,82,,65037,860Z200US65037,66360
1944,860Z200US65039,ZCTA5 65039,3076,510,2892,509,0,12,0,12,4,7,0,12,12,23,168,112,39,41,129,102,,65039,860Z200US65039,125714
1945,860Z200US65040,ZCTA5 65040,1468,419,1456,418,0,12,0,12,0,12,0,12,0,12,12,12,6,9,6,9,,65040,860Z200US65040,89167
1946,860Z200US65041,ZCTA5 65041,5626,487,5378,472,118,67,0,17,0,17,0,17,0,17,130,70,77,47,53,44,,65041,860Z200US65041,70368
1947,860Z200US65043,ZCTA5 65043,10120,635,8835,619,248,168,29,30,9,17,0,19,24,40,975,330,216,129,759,339,,65043,860Z200US65043,85308
1948,860Z200US65046,ZCTA5 65046,1127,218,1064,212,0,12,0,12,1,3,0,12,11,10,51,41,13,16,38,35,,65046,860Z200US65046,76458
1949,860Z200US65047,ZCTA5 65047,1445,408,1429,408,0,12,0,12,0,12,0,12,0,12,16,15,0,12,16,15,,65047,860Z200US65047,53750
1950,860Z200US65048,ZCTA5 65048,194,107,189,106,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7,,65048,860Z200US65048,88750
1951,860Z200US65049,ZCTA5 65049,7123,616,6675,590,104,81,8,10,0,17,0,17,81,64,255,142,145,100,110,92,,65049,860Z200US65049,86453
1952,860Z200US65050,ZCTA5 65050,823,178,814,179,0,12,0,12,0,12,0,12,3,5,6,11,0,12,6,11,,65050,860Z200US65050,56813
1953,860Z200US65051,ZCTA5 65051,4487,375,4290,374,33,37,24,20,8,23,0,12,0,12,132,53,19,24,113,47,,65051,860Z200US65051,53289
1954,860Z200US65052,ZCTA5 65052,3790,588,3624,583,0,12,0,12,35,48,0,12,44,53,87,59,0,12,87,59,,65052,860Z200US65052,87125
1955,860Z200US65053,ZCTA5 65053,1813,439,1705,444,0,12,0,12,53,81,0,12,0,12,55,60,39,53,16,25,,65053,860Z200US65053,120870
1956,860Z200US65054,ZCTA5 65054,893,380,878,382,0,12,0,12,0,12,0,12,0,12,15,24,1,2,14,25,,65054,860Z200US65054,-
1957,860Z200US65058,ZCTA5 65058,1274,302,1189,289,1,9,0,12,0,12,0,12,0,12,84,77,75,76,9,8,,65058,860Z200US65058,71771
1958,860Z200US65059,ZCTA5 65059,1085,311,1068,311,6,11,0,12,2,4,0,12,0,12,9,13,0,12,9,13,,65059,860Z200US65059,76765
1959,860Z200US65061,ZCTA5 65061,681,161,623,165,0,12,1,2,0,12,37,34,0,12,20,13,4,6,16,12,,65061,860Z200US65061,56250
1960,860Z200US65062,ZCTA5 65062,20,33,20,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65062,860Z200US65062,-
1961,860Z200US65063,ZCTA5 65063,3372,546,3090,551,30,47,1,2,2,3,0,12,13,17,236,117,97,81,139,87,,65063,860Z200US65063,77957
1962,860Z200US65064,ZCTA5 65064,727,271,725,271,0,12,0,12,0,12,0,12,0,12,2,5,0,12,2,5,,65064,860Z200US65064,66667
1963,860Z200US65065,ZCTA5 65065,7197,539,6467,537,291,155,0,17,40,39,0,17,129,151,270,126,140,116,130,63,,65065,860Z200US65065,60785
1964,860Z200US65066,ZCTA5 65066,6140,465,5969,467,0,17,29,22,10,16,0,17,11,19,121,62,35,29,86,51,,65066,860Z200US65066,56964
1965,860Z200US65067,ZCTA5 65067,299,164,276,149,0,12,0,12,0,12,0,12,0,12,23,38,0,12,23,38,,65067,860Z200US65067,-
1966,860Z200US65068,ZCTA5 65068,893,200,758,180,8,13,0,12,6,9,0,12,2,6,119,91,95,93,24,21,,65068,860Z200US65068,61667
1967,860Z200US65069,ZCTA5 65069,511,142,496,142,0,12,0,12,0,12,0,12,0,12,15,19,0,12,15,19,,65069,860Z200US65069,77500
1968,860Z200US65072,ZCTA5 65072,1932,374,1889,378,0,12,2,6,1,2,0,12,0,12,40,28,7,11,33,24,,65072,860Z200US65072,78750
1969,860Z200US65074,ZCTA5 65074,2936,468,2673,447,16,20,11,16,6,11,3,4,0,12,227,124,25,29,202,122,,65074,860Z200US65074,74464
1970,860Z200US65075,ZCTA5 65075,1154,278,1140,279,11,5,2,5,0,12,0,12,0,12,1,3,0,12,1,3,,65075,860Z200US65075,87431
1971,860Z200US65076,ZCTA5 65076,515,140,510,140,0,12,0,12,0,12,0,12,0,12,5,6,0,12,5,6,,65076,860Z200US65076,64333
1972,860Z200US65077,ZCTA5 65077,437,217,426,218,0,12,0,12,0,12,0,12,0,12,11,15,0,12,11,15,,65077,860Z200US65077,80625
1973,860Z200US65078,ZCTA5 65078,3584,403,3065,427,19,24,0,12,21,28,0,12,153,157,326,127,76,80,250,98,,65078,860Z200US65078,43974
1974,860Z200US65079,ZCTA5 65079,4385,408,4181,441,1,3,4,7,2,6,0,12,0,12,197,109,89,73,108,84,,65079,860Z200US65079,70024
1975,860Z200US65080,ZCTA5 65080,1475,455,1455,455,0,12,0,12,11,18,0,12,0,12,9,16,9,16,0,12,,65080,860Z200US65080,77013
1976,860Z200US65081,ZCTA5 65081,4417,687,3951,702,298,80,3,5,5,9,17,28,20,18,123,83,38,36,85,73,,65081,860Z200US65081,56121
1977,860Z200US65082,ZCTA5 65082,1165,242,1101,243,24,14,8,12,0,12,0,12,3,4,29,24,10,14,19,20,,65082,860Z200US65082,60260
1978,860Z200US65083,ZCTA5 65083,278,143,275,142,0,12,0,12,0,12,3,6,0,12,0,12,0,12,0,12,,65083,860Z200US65083,-
1979,860Z200US65084,ZCTA5 65084,7473,665,7005,644,23,21,11,18,0,17,0,17,8,22,426,196,211,169,215,109,,65084,860Z200US65084,55372
1980,860Z200US65085,ZCTA5 65085,1193,306,1169,305,0,12,0,12,0,12,0,12,0,12,24,26,2,4,22,24,,65085,860Z200US65085,103563
1981,860Z200US65101,ZCTA5 65101,28793,899,21254,910,4780,468,83,67,129,83,0,23,612,357,1935,455,722,349,1213,295,,65101,860Z200US65101,74807
1982,860Z200US65109,ZCTA5 65109,41145,1059,33923,1122,2775,582,148,99,941,180,5,11,516,242,2837,522,754,273,2083,525,,65109,860Z200US65109,74694
1983,860Z200US65201,ZCTA5 65201,50011,1573,37940,1302,4521,692,34,24,3423,569,60,39,906,515,3127,560,1145,320,1982,485,,65201,860Z200US65201,48113
1984,860Z200US65202,ZCTA5 65202,47327,1872,33065,1561,7664,988,100,60,1612,505,1,2,801,318,4084,883,1432,497,2652,649,,65202,860Z200US65202,72289
1985,860Z200US65203,ZCTA5 65203,61539,1699,47371,1566,5825,782,32,28,3935,692,31,54,689,293,3656,606,983,327,2673,499,,65203,860Z200US65203,79960
1986,860Z200US65215,ZCTA5 65215,225,12,218,18,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65215,860Z200US65215,-
1987,860Z200US65216,ZCTA5 65216,202,69,155,63,19,30,0,12,0,12,8,15,2,4,18,20,0,12,18,20,,65216,860Z200US65216,-
1988,860Z200US65230,ZCTA5 65230,591,166,539,159,15,10,0,12,0,12,0,12,0,12,37,27,4,8,33,26,,65230,860Z200US65230,51607
1989,860Z200US65231,ZCTA5 65231,3132,648,2858,666,47,56,2,3,0,12,0,12,16,22,209,139,130,114,79,79,,65231,860Z200US65231,57407
1990,860Z200US65232,ZCTA5 65232,256,88,256,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65232,860Z200US65232,83542
1991,860Z200US65233,ZCTA5 65233,10640,306,9053,295,872,124,0,19,15,19,0,19,53,44,647,161,254,82,393,136,,65233,860Z200US65233,68320
1992,860Z200US65236,ZCTA5 65236,1199,132,1059,126,54,31,3,7,0,12,0,12,59,49,24,18,5,5,19,18,,65236,860Z200US65236,46806
1993,860Z200US65237,ZCTA5 65237,763,174,702,162,42,39,3,4,0,12,0,12,0,12,16,13,0,12,16,13,,65237,860Z200US65237,76389
1994,860Z200US65239,ZCTA5 65239,1743,297,1683,300,8,12,0,12,0,12,0,12,28,36,24,27,0,12,24,27,,65239,860Z200US65239,83578
1995,860Z200US65240,ZCTA5 65240,8830,751,8078,804,28,28,0,17,5,10,0,17,85,129,634,311,493,306,141,122,,65240,860Z200US65240,71707
1996,860Z200US65243,ZCTA5 65243,2950,465,2726,443,32,39,0,12,0,12,0,12,10,12,182,144,47,48,135,147,,65243,860Z200US65243,68021
1997,860Z200US65244,ZCTA5 65244,311,97,283,96,0,12,0,12,3,5,0,12,18,25,7,10,0,12,7,10,,65244,860Z200US65244,48125
1998,860Z200US65246,ZCTA5 65246,54,32,37,27,17,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,65246,860Z200US65246,-
1999,860Z200US65247,ZCTA5 65247,777,304,765,303,0,12,0,12,0,12,0,12,0,12,12,14,8,13,4,7,,65247,860Z200US65247,72526
2000,860Z200US65248,ZCTA5 65248,4480,242,3657,256,386,91,136,82,21,27,0,12,88,96,192,91,92,77,100,44,,65248,860Z200US65248,53125
2001,860Z200US65250,ZCTA5 65250,293,91,292,91,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12,,65250,860Z200US65250,125000
2002,860Z200US65251,ZCTA5 65251,22579,836,19413,883,1306,287,119,76,40,32,0,23,224,178,1477,334,441,159,1036,261,,65251,860Z200US65251,63072
2003,860Z200US65254,ZCTA5 65254,1869,218,1693,226,122,60,0,12,0,12,5,8,0,12,49,29,12,19,37,24,,65254,860Z200US65254,70321
2004,860Z200US65255,ZCTA5 65255,5216,629,4806,609,80,82,0,17,96,114,0,17,15,15,219,98,81,54,138,96,,65255,860Z200US65255,83900
2005,860Z200US65256,ZCTA5 65256,2011,391,1836,368,10,16,0,12,3,6,54,69,25,24,83,58,8,12,75,63,,65256,860Z200US65256,92061
2006,860Z200US65257,ZCTA5 65257,1484,241,1433,239,0,12,0,12,0,12,0,12,9,17,42,37,6,10,36,36,,65257,860Z200US65257,54911
2007,860Z200US65258,ZCTA5 65258,452,137,407,124,0,12,0,12,23,21,0,12,2,3,20,24,0,12,20,24,,65258,860Z200US65258,64500
2008,860Z200US65259,ZCTA5 65259,2990,408,2792,405,39,43,0,12,9,12,0,12,22,18,128,89,8,11,120,90,,65259,860Z200US65259,60865
2009,860Z200US65260,ZCTA5 65260,384,127,379,123,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7,,65260,860Z200US65260,49792
2010,860Z200US65261,ZCTA5 65261,1316,203,1234,173,2,11,10,13,14,20,0,12,0,12,56,43,30,38,26,21,,65261,860Z200US65261,64904
2011,860Z200US65262,ZCTA5 65262,729,233,693,239,4,9,3,4,0,12,0,12,0,12,29,30,19,23,10,12,,65262,860Z200US65262,73200
2012,860Z200US65263,ZCTA5 65263,1705,340,1587,336,14,3,6,9,10,7,0,12,27,32,61,40,25,36,36,22,,65263,860Z200US65263,56211
2013,860Z200US65264,ZCTA5 65264,919,367,898,368,12,15,0,12,0,12,0,12,0,12,9,11,0,12,9,11,,65264,860Z200US65264,46042
2014,860Z200US65265,ZCTA5 65265,15153,592,13153,616,812,189,151,151,109,59,4,9,43,51,881,191,121,81,760,190,,65265,860Z200US65265,56969
2015,860Z200US65270,ZCTA5 65270,16612,319,14241,343,1152,119,16,21,38,25,6,11,15,22,1144,235,412,180,732,146,,65270,860Z200US65270,48351
2016,860Z200US65274,ZCTA5 65274,1969,290,1657,232,38,47,14,9,0,12,0,12,0,12,260,197,225,196,35,24,,65274,860Z200US65274,69833
2017,860Z200US65275,ZCTA5 65275,2657,361,2573,357,59,49,2,4,0,12,0,12,3,8,20,17,6,8,14,15,,65275,860Z200US65275,60893
2018,860Z200US65276,ZCTA5 65276,1777,260,1724,258,3,8,2,4,0,12,0,12,0,12,48,33,8,7,40,31,,65276,860Z200US65276,78958
2019,860Z200US65278,ZCTA5 65278,35,22,33,22,1,3,0,12,0,12,0,12,0,12,1,2,0,12,1,2,,65278,860Z200US65278,45625
2020,860Z200US65279,ZCTA5 65279,1940,446,1825,418,4,7,0,12,2,4,0,12,0,12,109,104,10,16,99,104,,65279,860Z200US65279,103516
2021,860Z200US65280,ZCTA5 65280,121,61,117,57,0,12,0,12,0,12,0,12,0,12,4,10,0,12,4,10,,65280,860Z200US65280,93036
2022,860Z200US65281,ZCTA5 65281,3030,292,2882,289,66,43,28,33,0,12,0,12,0,12,54,38,13,17,41,28,,65281,860Z200US65281,73705
2023,860Z200US65282,ZCTA5 65282,168,85,162,80,0,12,0,12,0,12,0,12,0,12,6,10,0,12,6,10,,65282,860Z200US65282,-
2024,860Z200US65283,ZCTA5 65283,546,190,525,188,0,12,21,23,0,12,0,12,0,12,0,12,0,12,0,12,,65283,860Z200US65283,39464
2025,860Z200US65284,ZCTA5 65284,2316,479,2024,444,2,7,3,6,4,5,0,12,27,34,256,152,176,133,80,70,,65284,860Z200US65284,97434
2026,860Z200US65285,ZCTA5 65285,523,193,501,187,0,12,0,12,17,29,0,12,0,12,5,9,0,12,5,9,,65285,860Z200US65285,98625
2027,860Z200US65286,ZCTA5 65286,99,41,76,32,0,12,0,12,0,12,0,12,0,12,23,28,23,28,0,12,,65286,860Z200US65286,-
2028,860Z200US65287,ZCTA5 65287,290,125,234,114,0,12,0,12,2,4,0,12,0,12,54,33,28,31,26,16,,65287,860Z200US65287,94143
2029,860Z200US65301,ZCTA5 65301,35091,624,29121,675,1052,171,180,123,247,125,162,64,1175,360,3154,382,1640,308,1514,237,,65301,860Z200US65301,58064
2030,860Z200US65305,ZCTA5 65305,3445,327,2348,337,284,157,53,107,67,46,141,89,107,66,445,170,233,126,212,128,,65305,860Z200US65305,54267
2031,860Z200US65320,ZCTA5 65320,65,42,62,42,0,12,0,12,0,12,0,12,0,12,3,6,1,3,2,5,,65320,860Z200US65320,35469
2032,860Z200US65321,ZCTA5 65321,405,91,383,88,17,22,0,12,0,12,0,12,0,12,5,12,5,12,0,12,,65321,860Z200US65321,82019
2033,860Z200US65322,ZCTA5 65322,706,143,669,139,15,22,0,12,0,12,0,12,0,12,22,19,3,4,19,19,,65322,860Z200US65322,73250
2034,860Z200US65323,ZCTA5 65323,943,199,861,189,0,12,8,10,4,5,0,12,6,8,64,33,23,18,41,28,,65323,860Z200US65323,49750
2035,860Z200US65324,ZCTA5 65324,1055,273,1002,265,0,12,10,16,0,12,0,12,5,9,38,25,18,16,20,23,,65324,860Z200US65324,52969
2036,860Z200US65325,ZCTA5 65325,3071,368,2919,386,30,29,1,3,0,12,0,12,47,59,74,42,22,22,52,38,,65325,860Z200US65325,53942
2037,860Z200US65326,ZCTA5 65326,1901,227,1765,227,0,12,11,15,0,12,0,12,0,12,125,87,21,27,104,87,,65326,860Z200US65326,51888
2038,860Z200US65327,ZCTA5 65327,284,99,265,97,0,12,0,12,0,12,0,12,3,6,16,20,14,19,2,3,,65327,860Z200US65327,88750
2039,860Z200US65329,ZCTA5 65329,529,342,447,266,0,12,0,12,0,12,0,12,0,12,82,95,82,95,0,12,,65329,860Z200US65329,-
2040,860Z200US65330,ZCTA5 65330,575,170,458,156,51,53,0,12,0,12,0,12,9,12,57,51,26,40,31,30,,65330,860Z200US65330,42188
2041,860Z200US65332,ZCTA5 65332,1949,353,1735,328,7,15,4,5,37,39,0,12,55,42,111,79,52,50,59,49,,65332,860Z200US65332,66750
2042,860Z200US65333,ZCTA5 65333,658,193,636,191,1,2,2,3,0,12,1,2,0,12,18,18,10,13,8,8,,65333,860Z200US65333,59208
2043,860Z200US65334,ZCTA5 65334,1094,407,1060,410,0,12,0,12,0,12,0,12,0,12,34,29,9,12,25,27,,65334,860Z200US65334,65899
2044,860Z200US65335,ZCTA5 65335,175,74,159,77,0,12,0,12,0,12,0,12,0,12,16,26,16,26,0,12,,65335,860Z200US65335,78750
2045,860Z200US65336,ZCTA5 65336,6519,534,5508,556,441,219,10,12,34,48,40,56,83,96,403,182,124,133,279,124,,65336,860Z200US65336,66935
2046,860Z200US65337,ZCTA5 65337,1952,288,1424,253,13,10,2,3,15,16,0,12,363,86,135,101,91,91,44,31,,65337,860Z200US65337,71500
2047,860Z200US65338,ZCTA5 65338,3129,351,2789,336,105,71,4,6,17,18,0,12,50,55,164,77,66,51,98,57,,65338,860Z200US65338,51038
2048,860Z200US65339,ZCTA5 65339,592,177,569,174,2,4,1,3,0,12,0,12,2,3,18,17,0,12,18,17,,65339,860Z200US65339,43750
2049,860Z200US65340,ZCTA5 65340,16026,316,12028,498,757,213,21,28,91,64,318,101,1092,322,1719,453,898,347,821,234,,65340,860Z200US65340,58118
2050,860Z200US65344,ZCTA5 65344,173,63,162,58,0,12,0,12,0,12,0,12,0,12,11,18,0,12,11,18,,65344,860Z200US65344,61667
2051,860Z200US65345,ZCTA5 65345,376,145,307,138,0,12,0,12,0,12,0,12,51,71,18,28,17,28,1,2,,65345,860Z200US65345,55313
2052,860Z200US65347,ZCTA5 65347,846,251,827,251,4,6,0,12,0,12,3,6,0,12,12,13,2,4,10,13,,65347,860Z200US65347,103125
2053,860Z200US65348,ZCTA5 65348,1419,217,1282,205,5,6,5,10,44,49,0,12,0,12,83,58,17,16,66,56,,65348,860Z200US65348,52125
2054,860Z200US65349,ZCTA5 65349,2480,316,2053,321,291,234,0,12,53,73,0,12,13,22,70,54,27,24,43,47,,65349,860Z200US65349,45982
